0.000000,9.599200,23261922261.897823
0.000000,9.000050,0.000000
0.000000,8.074077,18757822307.320843
0.000000,8.002900,0.000000
0.000000,4.711608,19025739246.957546
0.000000,4.000043,0.000000
0.000000,4.267508,20271226947.699966
0.000000,4.000156,0.000000
0.000000,5.033050,17729646643.381657
0.000000,5.000708,17844311853.206612
0.000000,6.445529,19384563319.963257
0.000000,6.000048,0.000000
0.000000,4.962088,18597397251.784779
0.000000,4.000051,0.000000
0.000000,10.036992,18694088828.530014
0.000000,10.000293,18762691915.092812
0.000000,10.036111,18706958336.185802
0.000000,10.000833,18772947399.886047
0.000000,10.031630,23859576418.223621
0.000000,10.000258,23934426918.215385
